timestamp,pressed_key,finger_name,hand_used,finger_x,finger_y,key_x1,key_y1,key_x2,key_y2,dx,dy,distance,norm_dx,norm_dy,norm_distance,is_correct
1760862720.8040135,1,Pinky,Left,421,407,442,334,467,368,-33.5,56.0,65.25526798657714,-1.34,1.6470588235294117,2.123299971310246,1
1760862720.9971683,1,Pinky,Left,427,354,357,358,386,384,55.5,-17.0,58.04524097632811,1.913793103448276,-0.6538461538461539,2.022404221639579,1
1760862721.438243,1,Pinky,Left,742,350,775,340,807,363,-49.0,-1.5,49.02295380737476,-1.53125,-0.0652173913043478,1.5326382060449049,1
1760862721.1968403,1,Pinky,Left,630,219,636,214,663,234,-19.5,-5.0,20.130822139197395,-0.7222222222222222,-0.25,0.7642675828998668,1
1760862720.8869786,1,Pinky,Left,594,230,603,240,636,279,-25.5,-29.5,38.99358921669048,-0.7727272727272727,-0.7564102564102564,1.081325073240771,1
1760862721.050507,1,Pinky,Left,490,159,500,204,531,227,-25.5,-56.5,61.98790204547981,-0.8225806451612904,-2.4565217391304346,2.5905864148131363,1
1760862721.4227314,1,Pinky,Left,187,241,218,238,251,260,-47.5,-8.0,48.16897341650536,-1.4393939393939394,-0.3636363636363636,1.4846165557889626,1
1760862720.644629,1,Pinky,Left,736,366,723,298,754,329,-2.5,52.5,52.55949010407159,-0.0806451612903225,1.6935483870967742,1.695467422711987,1
1760862721.140976,1,Pinky,Left,369,264,405,293,437,325,-52.0,-45.0,68.76772498781678,-1.625,-1.40625,2.1489914058692743,1
1760862720.9005392,1,Pinky,Left,308,429,305,382,339,414,-14.0,31.0,34.0147027033899,-0.4117647058823529,0.96875,1.0526284888365791,1
1760862720.6722324,1,Pinky,Left,621,241,553,239,592,264,48.5,-10.5,49.62358310319802,1.2435897435897436,-0.42,1.3125987392808225,1
1760862720.7591672,1,Pinky,Left,394,293,315,301,347,329,63.0,-22.0,66.73080248281148,1.96875,-0.7857142857142857,2.119746093586566,1
1760862721.0435908,1,Pinky,Left,575,445,560,397,584,423,3.0,35.0,35.12833614050059,0.125,1.3461538461538465,1.3519449609783651,1
1760862720.8010037,1,Pinky,Left,446,344,396,372,423,400,36.5,-42.0,55.64395744373328,1.351851851851852,-1.5,2.019282899782812,1
1760862720.9228227,1,Pinky,Left,213,338,242,371,271,392,-43.5,-43.5,61.518289963229634,-1.5,-2.071428571428572,2.557501969995451,1
1760862721.0926812,1,Pinky,Left,328,274,264,322,291,351,50.5,-62.5,80.35234906335968,1.8703703703703705,-2.155172413793104,2.8536035911692763,1
1760862721.5465138,1,Pinky,Left,352,342,271,314,305,337,64.0,16.5,66.0927378764112,1.8823529411764703,0.717391304347826,2.0144237088332693,1
1760862721.212123,1,Pinky,Left,740,298,698,315,731,342,25.5,-30.5,39.75550276376844,0.7727272727272727,-1.1296296296296295,1.3686382057189923,1
1760862720.960426,1,Pinky,Left,360,270,289,202,318,223,56.5,57.5,80.61327434114061,1.9482758620689653,2.738095238095238,3.360497636898498,1
1760862721.495972,1,Pinky,Left,441,199,460,216,480,245,-29.0,-31.5,42.81646879414509,-1.45,-1.0862068965517242,1.8117244332724909,1
1760862721.0509791,1,Pinky,Left,725,360,681,354,704,377,32.5,-5.5,32.96209944769902,1.4130434782608696,-0.2391304347826087,1.4331347585956096,1
1760862721.0794952,1,Pinky,Left,557,234,510,262,545,283,29.5,-38.5,48.5025772511111,0.8428571428571429,-1.8333333333333333,2.017800603225308,1
1760862720.9136746,1,Pinky,Left,350,303,385,295,415,316,-50.0,-2.5,50.06246098625196,-1.6666666666666667,-0.119047619047619,1.6709129580497857,1
1760862720.93372,1,Pinky,Left,368,297,408,245,431,284,-51.5,32.5,60.89745479082029,-2.239130434782609,0.8333333333333334,2.3891734027512945,1
1760862721.489185,1,Pinky,Left,453,269,402,254,435,277,34.5,3.5,34.677081768799404,1.0454545454545454,0.1521739130434782,1.0564715360209826,1
1760862721.2413034,1,Pinky,Left,290,248,340,233,360,258,-60.0,2.5,60.05206074732157,-3.0,0.1,3.0016662039607267,1
1760862720.964923,1,Pinky,Left,664,427,622,354,655,383,25.5,58.5,63.81614215854794,0.7727272727272727,2.0172413793103448,2.1601782844058106,1
1760862721.6044106,1,Pinky,Left,343,191,319,208,343,228,12.0,-27.0,29.546573405388315,0.5,-1.35,1.439618004888797,1
1760862721.1715994,1,Pinky,Left,656,433,631,382,663,421,9.0,31.5,32.76049450176233,0.28125,0.8076923076923077,0.855259274375511,1
1760862721.2841263,1,Pinky,Left,741,253,765,280,790,312,-36.5,-43.0,56.40257086339239,-1.46,-1.34375,1.9842540317459356,1
1760862721.3469684,1,Pinky,Left,649,271,582,233,605,261,55.5,24.0,60.466933112239126,2.4130434782608696,0.8571428571428571,2.560756276088831,1
1760862720.697521,1,Pinky,Left,471,289,499,277,521,299,-39.0,1.0,39.01281840626232,-1.7727272727272727,0.0454545454545454,1.7733099275573785,1
1760862720.8885264,1,Pinky,Left,576,280,508,323,532,356,56.0,-59.5,81.70832270950126,2.333333333333333,-1.803030303030303,2.948790043066816,1
1760862721.1561794,1,Pinky,Left,557,238,487,272,523,304,52.0,-50.0,72.13875518748573,1.4444444444444444,-1.5625,2.127868887663528,1
1760862720.9214032,1,Pinky,Left,826,308,774,264,795,296,41.5,28.0,50.06246098625196,1.9761904761904765,0.875,2.161238949812339,1
1760862721.5417387,1,Pinky,Left,604,320,569,309,597,330,21.0,0.5,21.005951537600005,0.75,0.0238095238095238,0.7503778337771154,1
1760862721.2892618,1,Pinky,Left,645,290,614,269,638,304,19.0,3.5,19.319679086361656,0.7916666666666666,0.1,0.797957461968438,1
1760862721.5622826,1,Pinky,Left,306,312,349,273,374,299,-55.5,26.0,61.28825336065631,-2.22,1.0,2.4348305895893456,1
1760862720.72373,1,Pinky,Left,645,311,570,288,608,316,56.0,9.0,56.71860364994893,1.4736842105263157,0.3214285714285714,1.5083306928141398,1
1760862721.0886557,1,Pinky,Left,605,290,551,280,579,315,40.0,-7.5,40.69705149024927,1.4285714285714286,-0.2142857142857142,1.444553458296906,1
1760862721.4474385,1,Pinky,Left,591,445,605,394,625,416,-24.0,40.0,46.647615158762406,-1.2,1.818181818181818,2.178482298290932,1
1760862721.4202485,1,Pinky,Left,518,222,514,244,536,268,-7.0,-34.0,34.713109915419565,-0.3181818181818182,-1.4166666666666667,1.4519587163090872,1
1760862721.376673,1,Pinky,Left,357,369,362,395,382,417,-15.0,-37.0,39.92492955535426,-0.75,-1.681818181818182,1.8414701726322409,1
1760862721.6184366,1,Pinky,Left,623,325,583,364,608,384,27.5,-49.0,56.18941181397079,1.1,-2.45,2.685609800399157,1
1760862720.9373934,1,Pinky,Left,778,395,786,359,812,394,-21.0,18.5,27.98660393831306,-0.8076923076923077,0.5285714285714286,0.9652743749874262,1
1760862720.7471943,1,Pinky,Left,510,260,510,233,543,261,-16.5,13.0,21.005951537600005,-0.5,0.4642857142857143,0.6823204705193857,1
1760862720.8170362,1,Pinky,Left,756,324,798,292,828,329,-57.0,13.5,58.57687256929991,-1.9,0.3648648648648648,1.934716095351681,1
1760862720.7619534,1,Pinky,Left,474,327,479,289,517,323,-24.0,21.0,31.89043743820395,-0.631578947368421,0.6176470588235294,0.8833911115878171,1
1760862721.1018465,1,Pinky,Left,429,263,371,249,402,286,42.5,-4.5,42.73757129271621,1.3709677419354838,-0.1216216216216216,1.3763518330258264,1
1760862721.0732152,1,Pinky,Left,266,246,243,289,278,327,5.5,-62.0,62.2434735534578,0.1571428571428571,-1.631578947368421,1.6391289574181969,1
1760862721.0021749,1,Pinky,Left,636,240,565,226,600,249,53.5,2.5,53.5583793630838,1.5285714285714285,0.108695652173913,1.5324311916188635,1
1760862721.1350288,1,Pinky,Left,411,217,365,227,396,248,30.5,-20.5,36.74914965002592,0.9838709677419356,-0.9761904761904762,1.3859833790383065,1
1760862721.1830835,1,Pinky,Left,279,286,215,276,249,305,47.0,-4.5,47.21493407810711,1.3823529411764706,-0.1551724137931034,1.3910349140052585,1
1760862721.1606257,1,Pinky,Left,509,394,532,332,564,356,-39.0,50.0,63.41135544995076,-1.21875,2.083333333333333,2.413634052684412,1
1760862721.505981,1,Pinky,Left,311,332,343,299,376,330,-48.5,17.5,51.56064390598706,-1.4696969696969695,0.5645161290322581,1.5743848457966116,1
1760862721.1490092,1,Pinky,Left,520,269,455,315,476,347,54.5,-62.0,82.54847060969695,2.595238095238096,-1.9375,3.238698352884235,1
1760862720.7011847,1,Pinky,Left,274,434,283,391,315,429,-25.0,24.0,34.655446902326915,-0.78125,0.631578947368421,1.0046111333540968,1
1760862720.827906,1,Pinky,Left,350,220,284,258,317,290,49.5,-54.0,73.25469268244868,1.5,-1.6875,2.2577989835235552,1
1760862721.5137134,1,Pinky,Left,365,295,313,283,350,312,33.5,-2.5,33.59315406448165,0.9054054054054054,-0.0862068965517241,0.9095001798517722,1
1760862720.929376,1,Pinky,Left,592,359,524,376,546,402,57.0,-30.0,64.41273166075166,2.590909090909091,-1.1538461538461535,2.836224755568735,1
1760862721.18602,1,Pinky,Left,535,224,580,245,611,272,-60.5,-34.5,69.64553108419807,-1.9516129032258065,-1.2777777777777777,2.3327042190171,1
1760862720.9537065,1,Pinky,Left,379,265,309,314,341,335,54.0,-59.5,80.35079339994098,1.6875,-2.833333333333333,3.297792296033481,1
1760862720.9937806,1,Pinky,Left,448,342,428,272,461,300,3.5,56.0,56.10926839658489,0.106060606060606,2.0,2.0028102386791278,1
1760862721.0021071,1,Pinky,Left,351,318,359,345,391,372,-24.0,-40.5,47.07706447942565,-0.75,-1.5,1.6770509831248424,1
1760862721.0779214,1,Pinky,Left,260,206,266,215,305,237,-25.5,-20.0,32.407560846197605,-0.6538461538461539,-0.9090909090909092,1.1198040337001576,1
1760862720.952687,1,Pinky,Left,409,305,396,231,432,260,-5.0,59.5,59.70971445250764,-0.1388888888888889,2.0517241379310347,2.056419719226996,1
1760862721.5530477,1,Pinky,Left,339,333,289,314,316,343,36.5,4.5,36.77635109686658,1.351851851851852,0.1551724137931034,1.3607284473243215,1
1760862721.5846314,1,Pinky,Left,505,255,542,208,567,234,-49.5,34.0,60.05206074732157,-1.98,1.3076923076923077,2.3728588604461147,1
1760862721.3206522,1,Pinky,Left,360,332,350,344,374,367,-2.0,-23.5,23.58495283014151,-0.0833333333333333,-1.0217391304347827,1.025131842791975,1
1760862720.7259238,1,Pinky,Left,675,414,664,398,690,421,-2.0,4.5,4.924428900898052,-0.0769230769230769,0.1956521739130435,0.2102306659843264,1
1760862721.1600826,1,Pinky,Left,329,210,276,227,314,264,34.0,-35.5,49.1553659329274,0.8947368421052632,-0.9594594594594594,1.311913286374803,1
1760862721.0180986,1,Pinky,Left,404,343,376,370,404,408,14.0,-46.0,48.08326112068523,0.5,-1.2105263157894737,1.30972285664519,1
1760862720.8629878,1,Pinky,Left,592,435,581,383,608,419,-2.5,34.0,34.09178786746157,-0.0925925925925925,0.9444444444444444,0.948972442616219,1
1760862720.8777163,1,Pinky,Left,520,213,559,255,587,293,-53.0,-61.0,80.8084154033477,-1.8928571428571428,-1.605263157894737,2.4818899994478985,1
1760862720.821515,1,Pinky,Left,366,284,372,210,405,245,-22.5,56.5,60.815294129026455,-0.6818181818181818,1.6142857142857143,1.7523682262597635,1
1760862720.985644,1,Pinky,Left,738,249,761,245,781,281,-33.0,-14.0,35.84689665786984,-1.65,-0.3888888888888889,1.6952092991430985,1
1760862721.4639902,1,Pinky,Left,836,336,794,293,832,328,23.0,25.5,34.34020966738555,0.6052631578947368,0.7285714285714285,0.9471852072511064,1
1760862721.308103,1,Pinky,Left,348,272,339,255,367,277,-5.0,6.0,7.810249675906654,-0.1785714285714285,0.2727272727272727,0.3259876077265776,1
1760862721.3212016,1,Pinky,Left,636,251,673,249,704,278,-52.5,-12.5,53.96758286230726,-1.6935483870967742,-0.4310344827586206,1.7475402326599172,1
1760862721.2062953,1,Pinky,Left,384,184,405,230,440,265,-38.5,-63.5,74.25967950375224,-1.1,-1.8142857142857145,2.1217051286786357,1
1760862721.4765644,1,Pinky,Left,273,334,267,262,292,287,-6.5,59.5,59.85398900658168,-0.26,2.38,2.394159560263267,1
1760862721.3673856,1,Pinky,Left,667,288,601,230,623,257,55.0,44.5,70.7477914849644,2.5,1.648148148148148,2.994393480864559,1
1760862721.4255188,1,Pinky,Left,561,204,521,247,547,272,27.0,-55.5,61.71912183432295,1.0384615384615383,-2.22,2.45087787677475,1
1760862720.820769,1,Pinky,Left,644,289,683,296,716,325,-55.5,-21.5,59.51890455981192,-1.681818181818182,-0.7413793103448276,1.8379759733199963,1
1760862721.5901773,1,Pinky,Left,274,283,288,255,311,280,-25.5,15.5,29.841246622753548,-1.108695652173913,0.62,1.2702779416920291,1
1760862721.4563794,1,Pinky,Left,532,253,545,244,582,282,-31.5,-10.0,33.04920573932148,-0.8513513513513513,-0.2631578947368421,0.8910955061103714,1
1760862721.3811066,1,Pinky,Left,760,248,723,245,745,282,26.0,-15.5,30.26962173533062,1.181818181818182,-0.4189189189189189,1.253868922776312,1
1760862720.698048,1,Pinky,Left,829,205,743,207,780,237,67.5,-17.0,69.60783001933044,1.8243243243243243,-0.5666666666666667,1.9103063501523816,1
